"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2020,09/30/2021
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.517,,10/01/2020,09/30/2021
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.922,,10/01/2020,09/30/2021
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.697,,10/01/2020,09/30/2021
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.709,,10/01/2020,09/30/2021
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.142,,10/01/2020,09/30/2021
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.906,,10/01/2020,09/30/2021
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.600,,10/01/2020,09/30/2021
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.341,,10/01/2020,09/30/2021
HI,HAI_3_SIR,SSI - Colon Surgery,0.915,,10/01/2020,09/30/2021
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.080,,10/01/2020,09/30/2021
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.576,,10/01/2020,09/30/2021
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.477,,10/01/2020,09/30/2021
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.274,,10/01/2020,09/30/2021
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.760,,10/01/2020,09/30/2021
HI,HAI_5_SIR,MRSA Bacteremia,0.471,,10/01/2020,09/30/2021
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.415,,10/01/2020,09/30/2021
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.567,,10/01/2020,09/30/2021
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.487,,10/01/2020,09/30/2021
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.004,,10/01/2020,09/30/2021
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.339,,10/01/2020,09/30/2021
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.162,,10/01/2020,09/30/2021
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.659,,10/01/2020,09/30/2021
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.894,,10/01/2020,09/30/2021
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.770,,10/01/2020,09/30/2021
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.445,,10/01/2020,09/30/2021
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.795,,10/01/2020,09/30/2021
IA,HAI_3_SIR,SSI - Colon Surgery,0.601,,10/01/2020,09/30/2021
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.269,,10/01/2020,09/30/2021
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.844,,10/01/2020,09/30/2021
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.496,,10/01/2020,09/30/2021
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.772,,10/01/2020,09/30/2021
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.162,,10/01/2020,09/30/2021
IA,HAI_5_SIR,MRSA Bacteremia,0.952,,10/01/2020,09/30/2021
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.500,,10/01/2020,09/30/2021
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.617,,10/01/2020,09/30/2021
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.556,,10/01/2020,09/30/2021
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.640,,10/01/2020,09/30/2021
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.063,,10/01/2020,09/30/2021
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.831,,10/01/2020,09/30/2021
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.757,,10/01/2020,09/30/2021
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.167,,10/01/2020,09/30/2021
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.945,,10/01/2020,09/30/2021
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.564,,10/01/2020,09/30/2021
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.132,,10/01/2020,09/30/2021
ID,HAI_3_SIR,SSI - Colon Surgery,0.811,,10/01/2020,09/30/2021
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.308,,10/01/2020,09/30/2021
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.392,,10/01/2020,09/30/2021
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.704,,10/01/2020,09/30/2021
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.642,,10/01/2020,09/30/2021
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.369,,10/01/2020,09/30/2021
ID,HAI_5_SIR,MRSA Bacteremia,0.954,,10/01/2020,09/30/2021
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.510,,10/01/2020,09/30/2021
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.680,,10/01/2020,09/30/2021
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.590,,10/01/2020,09/30/2021
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.815,,10/01/2020,09/30/2021
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.948,,10/01/2020,09/30/2021
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.879,,10/01/2020,09/30/2021
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.686,,10/01/2020,09/30/2021
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.800,,10/01/2020,09/30/2021
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.741,,10/01/2020,09/30/2021
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.621,,10/01/2020,09/30/2021
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.811,,10/01/2020,09/30/2021
IL,HAI_3_SIR,SSI - Colon Surgery,0.712,,10/01/2020,09/30/2021
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.715,,10/01/2020,09/30/2021
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.115,,10/01/2020,09/30/2021
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.898,,10/01/2020,09/30/2021
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.680,,10/01/2020,09/30/2021
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.859,,10/01/2020,09/30/2021
IL,HAI_5_SIR,MRSA Bacteremia,0.765,,10/01/2020,09/30/2021
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.515,,10/01/2020,09/30/2021
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.561,,10/01/2020,09/30/2021
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.538,,10/01/2020,09/30/2021
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.751,,10/01/2020,09/30/2021
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.919,,10/01/2020,09/30/2021
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.832,,10/01/2020,09/30/2021
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.697,,10/01/2020,09/30/2021
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.851,,10/01/2020,09/30/2021
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.771,,10/01/2020,09/30/2021
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.690,,10/01/2020,09/30/2021
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.939,,10/01/2020,09/30/2021
IN,HAI_3_SIR,SSI - Colon Surgery,0.807,,10/01/2020,09/30/2021
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.825,,10/01/2020,09/30/2021
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.311,,10/01/2020,09/30/2021
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.047,,10/01/2020,09/30/2021
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.758,,10/01/2020,09/30/2021
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.014,,10/01/2020,09/30/2021
IN,HAI_5_SIR,MRSA Bacteremia,0.879,,10/01/2020,09/30/2021
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.504,,10/01/2020,09/30/2021
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.570,,10/01/2020,09/30/2021
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.536,,10/01/2020,09/30/2021
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.695,,10/01/2020,09/30/2021
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.980,,10/01/2020,09/30/2021
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.828,,10/01/2020,09/30/2021
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.647,,10/01/2020,09/30/2021
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.904,,10/01/2020,09/30/2021
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.768,,10/01/2020,09/30/2021
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.598,,10/01/2020,09/30/2021
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.980,,10/01/2020,09/30/2021
KS,HAI_3_SIR,SSI - Colon Surgery,0.771,,10/01/2020,09/30/2021
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.371,,10/01/2020,09/30/2021
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.995,,10/01/2020,09/30/2021
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.626,,10/01/2020,09/30/2021
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.752,,10/01/2020,09/30/2021
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.203,,10/01/2020,09/30/2021
KS,HAI_5_SIR,MRSA Bacteremia,0.958,,10/01/2020,09/30/2021
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.563,,10/01/2020,09/30/2021
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.681,,10/01/2020,09/30/2021
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.620,,10/01/2020,09/30/2021
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.933,,10/01/2020,09/30/2021
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.156,,10/01/2020,09/30/2021
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.040,,10/01/2020,09/30/2021
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.727,,10/01/2020,09/30/2021
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.897,,10/01/2020,09/30/2021
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.809,,10/01/2020,09/30/2021
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.745,,10/01/2020,09/30/2021
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.048,,10/01/2020,09/30/2021
KY,HAI_3_SIR,SSI - Colon Surgery,0.887,,10/01/2020,09/30/2021
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.940,,10/01/2020,09/30/2021
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.604,,10/01/2020,09/30/2021
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.239,,10/01/2020,09/30/2021
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.318,,10/01/2020,09/30/2021
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.657,,10/01/2020,09/30/2021
KY,HAI_5_SIR,MRSA Bacteremia,1.480,,10/01/2020,09/30/2021
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.476,,10/01/2020,09/30/2021
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.548,,10/01/2020,09/30/2021
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.511,,10/01/2020,09/30/2021
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.190,,10/01/2020,09/30/2021
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.436,,10/01/2020,09/30/2021
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.309,,10/01/2020,09/30/2021
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.576,,10/01/2020,09/30/2021
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.731,,10/01/2020,09/30/2021
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.650,,10/01/2020,09/30/2021
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.708,,10/01/2020,09/30/2021
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.014,,10/01/2020,09/30/2021
LA,HAI_3_SIR,SSI - Colon Surgery,0.851,,10/01/2020,09/30/2021
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.948,,10/01/2020,09/30/2021
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.644,,10/01/2020,09/30/2021
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.260,,10/01/2020,09/30/2021
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.585,,10/01/2020,09/30/2021
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.979,,10/01/2020,09/30/2021
LA,HAI_5_SIR,MRSA Bacteremia,1.774,,10/01/2020,09/30/2021
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.418,,10/01/2020,09/30/2021
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.492,,10/01/2020,09/30/2021
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.454,,10/01/2020,09/30/2021
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.730,,10/01/2020,09/30/2021
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.896,,10/01/2020,09/30/2021
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.810,,10/01/2020,09/30/2021
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.826,,10/01/2020,09/30/2021
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.988,,10/01/2020,09/30/2021
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.905,,10/01/2020,09/30/2021
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.716,,10/01/2020,09/30/2021
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.972,,10/01/2020,09/30/2021
MA,HAI_3_SIR,SSI - Colon Surgery,0.837,,10/01/2020,09/30/2021
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.049,,10/01/2020,09/30/2021
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.897,,10/01/2020,09/30/2021
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.426,,10/01/2020,09/30/2021
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.687,,10/01/2020,09/30/2021
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.911,,10/01/2020,09/30/2021
MA,HAI_5_SIR,MRSA Bacteremia,0.793,,10/01/2020,09/30/2021
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.633,,10/01/2020,09/30/2021
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.703,,10/01/2020,09/30/2021
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.667,,10/01/2020,09/30/2021
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.948,,10/01/2020,09/30/2021
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.163,,10/01/2020,09/30/2021
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.052,,10/01/2020,09/30/2021
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.962,,10/01/2020,09/30/2021
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.170,,10/01/2020,09/30/2021
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.062,,10/01/2020,09/30/2021
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.759,,10/01/2020,09/30/2021
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.062,,10/01/2020,09/30/2021
MD,HAI_3_SIR,SSI - Colon Surgery,0.901,,10/01/2020,09/30/2021
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.945,,10/01/2020,09/30/2021
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.657,,10/01/2020,09/30/2021
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.263,,10/01/2020,09/30/2021
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.817,,10/01/2020,09/30/2021
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.096,,10/01/2020,09/30/2021
MD,HAI_5_SIR,MRSA Bacteremia,0.949,,10/01/2020,09/30/2021
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.583,,10/01/2020,09/30/2021
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.658,,10/01/2020,09/30/2021
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.619,,10/01/2020,09/30/2021
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.458,,10/01/2020,09/30/2021
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.834,,10/01/2020,09/30/2021
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.625,,10/01/2020,09/30/2021
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.904,,10/01/2020,09/30/2021
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.410,,10/01/2020,09/30/2021
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.136,,10/01/2020,09/30/2021
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.766,,10/01/2020,09/30/2021
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.359,,10/01/2020,09/30/2021
ME,HAI_3_SIR,SSI - Colon Surgery,1.030,,10/01/2020,09/30/2021
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.267,,10/01/2020,09/30/2021
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.617,,10/01/2020,09/30/2021
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.730,,10/01/2020,09/30/2021
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.316,,10/01/2020,09/30/2021
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.764,,10/01/2020,09/30/2021
ME,HAI_5_SIR,MRSA Bacteremia,0.504,,10/01/2020,09/30/2021
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.528,,10/01/2020,09/30/2021
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.688,,10/01/2020,09/30/2021
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.604,,10/01/2020,09/30/2021
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.863,,10/01/2020,09/30/2021
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.024,,10/01/2020,09/30/2021
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.941,,10/01/2020,09/30/2021
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.633,,10/01/2020,09/30/2021
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.756,,10/01/2020,09/30/2021
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.692,,10/01/2020,09/30/2021
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.927,,10/01/2020,09/30/2021
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.164,,10/01/2020,09/30/2021
MI,HAI_3_SIR,SSI - Colon Surgery,1.040,,10/01/2020,09/30/2021
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.204,,10/01/2020,09/30/2021
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.759,,10/01/2020,09/30/2021
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.462,,10/01/2020,09/30/2021
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.946,,10/01/2020,09/30/2021
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.167,,10/01/2020,09/30/2021
MI,HAI_5_SIR,MRSA Bacteremia,1.052,,10/01/2020,09/30/2021
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.561,,10/01/2020,09/30/2021
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.617,,10/01/2020,09/30/2021
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.589,,10/01/2020,09/30/2021
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.758,,10/01/2020,09/30/2021
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.961,,10/01/2020,09/30/2021
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.855,,10/01/2020,09/30/2021
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.783,,10/01/2020,09/30/2021
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.980,,10/01/2020,09/30/2021
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.877,,10/01/2020,09/30/2021
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.693,,10/01/2020,09/30/2021
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.982,,10/01/2020,09/30/2021
MN,HAI_3_SIR,SSI - Colon Surgery,0.828,,10/01/2020,09/30/2021
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.054,,10/01/2020,09/30/2021
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.920,,10/01/2020,09/30/2021
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.438,,10/01/2020,09/30/2021
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.405,,10/01/2020,09/30/2021
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.650,,10/01/2020,09/30/2021
MN,HAI_5_SIR,MRSA Bacteremia,0.517,,10/01/2020,09/30/2021
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.532,,10/01/2020,09/30/2021
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.609,,10/01/2020,09/30/2021
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.569,,10/01/2020,09/30/2021
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.975,,10/01/2020,09/30/2021
